division,department,category,incident_id,incident_number,incident_type_id,request_type,request_status,request_priority,reported_date,sr_creation_channel,created_by_user,resolution_code,group_name,address1,city,state,parcel_id,sub_district,creation_date,last_update_date,last_updated_by,ce_category,full_address,location1,_100_block_coordinate,:@computed_region_me95_vbw4,:@computed_region_xf2b_u4zq,:@computed_region_gxae_hf64,:@computed_region_stch_rtry,:@computed_region_dgrd_cuuf,:@computed_region_fuzm_ngj2,:@computed_region_scpn_qt9a,:@computed_region_y9za_kydd,resolution_summary,close_date,postal_code,target_block,:@computed_region_m99d_em2n,followup_date,:@computed_region_nyzj_ikpv,district,map_page,area,zone,collection_day,:@computed_region_qnac_u4vd,resolution_code_meaning,incident_resolved_date,last_modified_date,next_open_task_date,owner_name,street_name,number_of_tasks,created_by,last_update_login,swm_code
Public Works,Grounds Maintenance,Weeds,7254908,4679166,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-06-03T17:27:23.000,WEB,JACQUELINE.OWENS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00059,003,2020-06-03T16:00:12.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,DO NOT BILL- NO BEFORE PHOTOS,2020-06-30T18:45:06.000,,154,,,,06,62-J,,,,,Weeds Removed - Final Review Completed,2020-06-16T23:35:30.000,2020-07-23T01:18:49.000,2020-06-03T08:00:00.000,"Nelson, Roderick D",PARKER,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,7281010,4704434,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-06-18T17:44:25.000,WEB,JACQUELINE.OWENS,WEEDS CUT VERIFIED,Community Enhancement,0 HALE,MEMPHIS,TN,037028  00045,002,2020-06-18T16:00:12.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,Property in Violation,2020-07-24T11:53:59.000,,054,,,,05,"37-A,B,C",,,,,Weeds Removed - Verified,2020-07-23T13:00:15.000,2020-07-24T12:01:25.000,2020-06-18T08:00:00.000,"Nelson, Roderick D",HALE,3,3735,3735,
Public Works,Code Enforcement,Miscellaneous,7013450,7013450,10396,CE-Code Miscellaneous,Closed,Low,2023-11-28T21:31:00.000,WEB,Sa_GISIdentitystore,,Memphis,0 TATE AVE,MEMPHIS,Tennessee,011023  00017,,2023-11-28T15:34:43.000,2024-07-31T11:03:11.000,,NOT-CATEGORIZED,0 TATE AVE,"{'type': 'Point', 'coordinates': [-90.0419537, 35.1248822]}","{'type': 'Point', 'coordinates': [-90.03761838, 35.130466291]}",22,14,6,1,37,6,1,6,REOPENED BY SYSTEM,2024-09-12T05:00:00.000,38126,88,20,,,,,,,,2,,,,,,,,,,
Public Works,Grounds Maintenance,Weeds,7254830,4679014,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-06-03T16:59:05.000,WEB,JACQUELINE.OWENS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00033,003,2020-06-03T16:00:12.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,DO NOT BILL- INSUFFICEIENT PHOTOS,2020-06-30T19:40:06.000,,154,,,,06,62-E,,,,,Weeds Removed - Final Review Completed,2020-06-16T23:35:29.000,2020-07-23T01:18:49.000,2020-06-03T08:00:00.000,"Nelson, Roderick D",PARKER,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,7276362,4699860,10205,CW-Weeds Vacant Lots,Closed,Low,2020-06-16T14:54:26.000,PHONE,LOVEETA.ROGERS,NO VIOLATION,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00034,003,2020-06-16T16:00:13.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,"SR Closed, cut 2 days before SR created.",2020-07-26T20:35:06.000,,154,,,,06,"62-E,J",,,,,No Violation,2020-07-13T09:25:09.000,2020-07-27T00:43:46.000,2020-06-16T08:00:00.000,"Nelson, Roderick D",PARKER,4,3735,3735,
Public Works,GROUNDS MAINTENANCE,Weeds,7073143,7073143,10205,CW-Weeds Vacant Lots,Closed,Low,2024-04-08T10:35:00.000,WEB,,WEEDSCUTOWN,Memphis,0 CANISBAY RD,MEMPHIS,Tennessee,084007  00304,,2024-04-08T11:11:26.000,2024-08-12T14:00:40.000,,,0 CANISBAY RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.961956919, 35.214513158]}",3,8,6,1,2,7,1,6,,2024-08-12T00:00:00.000,,21,,2024-05-14T00:00:00.000,,,,,,,,,2024-08-02T02:00:42.000,,,,,,,,
Public Works,Grounds Maintenance,Weeds,7322168,4744096,10205,CW-Weeds Vacant Lots,Closed,Low,2020-07-13T08:33:44.000,PHONE,HELEN.ANDERSON,WEEDSCUTOWN,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00057,003,2020-07-13T12:00:26.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,,2020-08-26T10:16:35.000,,154,,,,06,62-J,,,,,Weeds Removed by Owner,2020-08-24T13:25:06.000,2020-08-26T10:16:38.000,2020-07-13T08:00:00.000,"Nelson, Roderick D",PARKER,4,3735,3735,
Public Works,GROUNDS MAINTENANCE,Weeds,7086424,7086424,10205,CW-Weeds Vacant Lots,Closed,Low,2024-05-09T11:20:00.000,WEB,,TOO WOOD,Memphis,0 MILLBRANCH RD,MEMPHIS,Tennessee,078028  00225,,2024-05-09T12:30:31.000,2024-08-23T06:57:57.000,,,0 MILLBRANCH RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.007516527, 35.031649211]}",3,8,6,1,2,7,1,6,,,,186,,,,,,,,,,,,,,,,,,,
Public Works,Grounds Maintenance,Weeds,7381368,4801056,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-08-17T12:29:23.000,WEB,EARNESTINE.BUTLER,FINAL-REVIEW-COMPLETED,Community Enhancement,0 S MCLEAN BLVD,MEMPHIS,TN,031057  00015,006,2020-08-17T08:00:11.000,2023-08-19T17:39:13.000,460101,,0 S MCLEAN BLVD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00067832, 35.13131748]}",3,8,6,1,2,7,1,6,Property in Violation,2020-11-19T14:07:14.000,,083,,,,04,,,,,,Weeds Removed - Final Review Completed,2020-11-17T11:45:28.000,2020-11-19T14:07:17.000,2020-08-17T08:00:00.000,"Nelson, Roderick D",S MCLEAN BLVD,3,3735,3735,
Public Works,Environmental Maintenance,Others,7334548,4756240,10694,EMI-Repair Miscellaneous,Closed,Medium,2020-07-07T00:00:00.000,WEB,GIS,OTHER,EMI Repair - New,0 JAMES RD,MEMPHIS,TN,072045  00093,005,2020-07-20T08:00:18.000,2023-09-15T16:00:23.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,Work Order is Closed,2021-07-08T18:29:34.000,,,,,,07,,,,,,Please see Resolution Summary,2021-07-08T18:29:34.000,2023-09-15T15:30:30.000,,,JAMES RD,0,3735,3735,
Public Works,Grounds Maintenance,Weeds,7442118,4860188,10205,CW-Weeds Vacant Lots,Closed,Low,2020-09-24T08:21:08.000,PHONE,HELEN.ANDERSON,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00034,003,2020-09-24T12:00:13.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,,2020-10-26T12:25:34.000,,154,,,,06,"62-E,J",,,,,Weeds Removed - Final Review Completed,2020-10-22T19:30:22.000,2020-10-26T12:25:36.000,2020-09-24T08:00:00.000,"Nelson, Roderick D",PARKER,4,3735,3735,
Public Works,Grounds Maintenance,Weeds,7382658,4802162,10205,CW-Weeds Vacant Lots,Closed,Low,2020-08-17T12:49:37.000,PHONE,SHELIA.TUCKER,COMPLIANCE,Community Enhancement,0 WESTERN PARK DR,MEMPHIS,TN,082016  00054,002,2020-08-17T16:00:12.000,2023-08-19T17:39:13.000,460101,,0 WESTERN PARK DR MEMPHIS TN 38109,"{'type': 'Point', 'coordinates': [-90.076108, 35.0396786]}","{'type': 'Point', 'coordinates': [-90.091436592, 35.031147885]}",9,13,6,1,,6,1,7,,2020-10-09T11:05:17.000,38109,171,,,,06,79-F,,,,,In Compliance,2020-10-09T11:00:06.000,2020-10-10T01:02:00.000,2020-08-17T08:00:00.000,"Nelson, Roderick D",WESTERN PARK DR,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,7439116,4857422,10205,CW-Weeds Vacant Lots,Closed,Low,2020-09-22T03:50:11.000,WEB,SCF,NO VIOLATION,Community Enhancement,0 JAMES RD,MEMPHIS,TN,072045  00092,005,2020-09-22T04:00:13.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,,2020-09-23T09:45:13.000,,,,,,07,14-L,,,,,No Violation,2020-09-23T09:45:13.000,2020-09-24T00:51:29.000,2020-09-22T08:00:00.000,"Nelson, Roderick D",JAMES RD,1,3735,3735,
Public Works,Grounds Maintenance,Weeds,7363080,4782984,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-08-05T16:09:10.000,WEB,GIS,COMPLIANCE,Community Enhancement,0 HALE,MEMPHIS,TN,037028  00045,002,2020-08-05T12:00:12.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,Property in Violation,2020-08-17T11:45:11.000,,054,,,,05,"37-A,B,C",,,,,In Compliance,2020-08-17T11:45:11.000,2020-08-18T01:11:53.000,2020-08-05T08:00:00.000,"Nelson, Roderick D",HALE,2,3735,3735,
Public Works,Grounds Maintenance,Weeds,7362910,4782980,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-08-05T16:08:02.000,WEB,GIS,COMPLIANCE,Community Enhancement,0 HALE,MEMPHIS,TN,037028  00044,002,2020-08-05T12:00:12.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,Property in Violation,2020-08-17T11:45:10.000,,054,,,,05,37-A,,,,,In Compliance,2020-08-17T11:45:10.000,2020-08-18T01:11:53.000,2020-08-05T08:00:00.000,"Nelson, Roderick D",HALE,2,3735,3735,
Public Works,GROUNDS MAINTENANCE,Weeds,7086412,7086412,10205,CW-Weeds Vacant Lots,Closed,Low,2024-05-09T11:11:00.000,WEB,,WEEDS CUT UNBILLABLE,Memphis,0 E SHELBY DR,MEMPHIS,Tennessee,093700  00369,,2024-05-09T12:30:32.000,2024-08-16T15:21:57.000,,,0 E SHELBY DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.826099104, 35.020386889]}",3,8,6,1,2,7,1,6,,2024-08-16T00:00:00.000,,208,,2024-05-24T09:41:14.000,,,,,,,,,2024-08-02T07:39:08.000,,,,,,,,
Public Works,Grounds Maintenance,Weeds,7386772,4806414,10205,CW-Weeds Vacant Lots,Closed,Low,2020-08-19T10:09:13.000,PHONE,KRISTEN.PREWITT,NO VIOLATION,Community Enhancement,0 HARVARD,MEMPHIS,TN,037019  00025,002,2020-08-19T12:00:13.000,2023-08-19T17:39:13.000,460101,,0 HARVARD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.974526661, 35.145096297]}",3,8,6,1,2,7,1,6,,2020-08-21T09:45:25.000,,,,,,05,,,,,,No Violation,2020-08-21T09:45:25.000,2020-08-22T00:57:46.000,2020-08-19T08:00:00.000,"Nelson, Roderick D",HARVARD,1,3735,3735,
Public Works,Grounds Maintenance,Weeds,7366912,4786726,10205,CW-Weeds Vacant Lots,Closed,Low,2020-08-07T08:26:37.000,PHONE,CAROLYN.FRANKLIN,FINAL-REVIEW-COMPLETED,Community Enhancement,0 JAMES RD,MEMPHIS,TN,083035  00008,006,2020-08-07T12:00:14.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,,2020-10-26T11:56:33.000,,021,,,,07,15-H,,,,,Weeds Removed - Final Review Completed,2020-10-22T19:15:18.000,2020-10-26T11:56:42.000,2020-08-07T08:00:00.000,"Nelson, Roderick D",JAMES RD,4,3735,3735,
Public Works,Grounds Maintenance,Weeds,7414380,4833968,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-09-02T16:03:08.000,WEB,GIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013049  00029,001,2020-09-02T12:00:15.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,,2020-11-06T10:06:33.000,,093,,,,06,42-A,,,,,Weeds Removed - Final Review Completed,2020-10-31T14:10:14.000,2020-11-06T10:06:35.000,2020-09-02T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,3735,3735,
Public Works,Street Maintenance,Maintenance,7416670,4836108,10269,PW (SM)-Trees in Street,Closed,Medium,2020-09-03T11:45:00.000,WEB,GIS,OTHER,Public Works,0 JAMES RD,MEMPHIS,TN,083037  00012,006,2020-09-03T12:00:15.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,Serviced by Public Works,2020-09-03T18:30:00.000,,021,,,,07,15-H,,,,,Please see Resolution Summary,2020-09-03T18:30:00.000,2020-09-03T13:30:15.000,,"Butler, Keith D.",JAMES RD,0,3735,3735,
Public Works,Grounds Maintenance,Weeds,7362908,4782978,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-08-05T16:06:34.000,WEB,GIS,COMPLIANCE,Community Enhancement,0 HALE,MEMPHIS,TN,037028  00043,002,2020-08-05T12:00:12.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,Property in Violation,2020-08-17T11:45:09.000,,054,,,,05,,,,,,In Compliance,2020-08-17T11:45:09.000,2020-08-18T01:11:52.000,2020-08-05T08:00:00.000,"Nelson, Roderick D",HALE,2,3735,3735,
Public Works,Grounds Maintenance,Weeds,8079108,5478518,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-20T19:16:48.000,WEB,TAJMAH.POWELL,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00059,003,2021-10-21T04:00:49.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,,2021-12-20T08:38:51.000,,154,,,,06,62-J,,,,,Weeds Removed - Final Review Completed,2021-11-30T09:15:10.000,2021-12-20T08:38:53.000,2021-10-20T08:00:00.000,"Nelson, Roderick D",PARKER,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,7310956,4733236,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-07-07T13:51:51.000,WEB,GIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013049  00029,001,2020-07-07T12:00:14.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,Weeds Removed - Final Review Completed,2020-08-04T10:15:04.000,,093,,,,06,42-A,,,,,Weeds Removed - Final Review Completed,2020-07-29T13:10:07.000,2020-08-05T01:20:42.000,2020-07-07T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,3735,3735,
Public Works,GROUNDS MAINTENANCE,Weeds,7148531,7148531,10205,CW-Weeds Vacant Lots,Closed,Low,2024-08-06T11:33:00.000,WEB,,WEEDS CUT,Memphis,0 S PARKWAY,MEMPHIS,Tennessee,026046  00004,,2024-08-06T11:36:18.000,2024-09-29T23:06:41.000,,,0 S PARKWAY,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.07632446, 35.108103598]}",3,8,6,1,2,7,1,6,,,,118,,,,,,,,,,,2024-09-30T07:02:23.000,,,,,,,,
Public Works,Grounds Maintenance,Weeds,7365376,4785282,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-08-06T15:51:30.000,WEB,ERIKA.TONEY,FINAL-REVIEW-COMPLETED,Community Enhancement,0 ALSTON,MEMPHIS,TN,014010  00010,006,2020-08-06T12:00:16.000,2023-08-19T17:39:13.000,460101,,0 ALSTON MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.040762193, 35.123168712]}",3,8,6,1,2,7,1,6,,2020-11-20T10:26:49.000,,095,,,,06,35-O,,,,,Weeds Removed - Final Review Completed,2020-11-17T11:25:22.000,2020-11-20T10:26:50.000,2020-08-06T08:00:00.000,"Nelson, Roderick D",ALSTON,3,3735,3735,
Public Works,Street Maintenance,Maintenance,7499712,4914040,10268,PW (ROW)-Trees Trimming,Closed,Medium,2020-11-04T14:09:48.000,WEB,GIS,OTHER,Public Works,0 HALE,MEMPHIS,TN,033025  00013,002,2020-11-04T16:00:12.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,Serviced by Public Works,2020-11-04T19:34:39.000,,,,,,05,,,,,,Please see Resolution Summary,2020-11-04T19:34:39.000,2020-11-04T13:35:24.000,,"Butler, Keith D.",HALE,0,3735,3735,
Public Works,Code Enforcement,Inspection-Vacant Violation,7479072,4893840,10711,CE-Vacant Lot Code Violation,Closed,Low,2020-10-22T13:30:38.000,PHONE,CAROLYN.FRANKLIN,CVOID,Community Enhancement,0 HARVARD,MEMPHIS,TN,037019  00024,002,2020-10-22T16:00:17.000,2023-08-19T17:39:13.000,460101,NOT-CATEGORIZED,0 HARVARD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.974526661, 35.145096297]}",3,8,6,1,2,7,1,6,"I spoke with the homeowner Ms. Douglas at 2870 Harvard, the tree is on the vacant lot behind her house on Princeton Ave. Please refer to the new Service Request #4900974.",2020-10-28T09:30:05.000,,054,,,,05,,,,,,Closed Void,2020-10-28T09:30:05.000,2020-10-29T01:12:51.000,2020-10-22T08:00:00.000,,HARVARD,1,3735,3735,
Solid Waste Management,Solid Waste Management,Cart Maintenance,7478478,4893288,10667,SWM-Dead Animal Collection,Closed,Low,2020-10-22T10:10:15.000,WEB,SCF,SWM100,Solid Waste Management,0 JAMES RD,MEMPHIS,TN,084024  00002,006,2020-10-22T12:00:17.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,need more information about this call,2020-10-23T15:08:26.000,,019,,,,07,,,,,,See resolution summary,2020-10-23T15:08:26.000,2020-10-23T10:10:11.000,,"Nickelberry, Terence E.",JAMES RD,1,3735,3735,
Public Works,Street Maintenance,Maintenance-Potholes,7517674,4931966,10266,PW (SM)-Potholes,Closed,Low,2020-11-16T07:31:05.000,WEB,SCF,OTHER,Public Works,0 JAMES RD,MEMPHIS,TN,083027  00002C,006,2020-11-16T08:00:11.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,Serviced by Public Works,2020-11-18T16:48:24.000,,null,,,,07,"16-E,J",,,,,Please see Resolution Summary,2020-11-18T16:48:24.000,2020-11-18T10:50:25.000,,"Butler, Keith D.",JAMES RD,0,3735,3735,
Public Works,Grounds Maintenance,Weeds,7562206,4975586,10205,CW-Weeds Vacant Lots,Closed,Low,2020-12-10T09:25:30.000,PHONE,JOSE.VALENTIN,OTHER,Community Enhancement,0 WESTERN PARK DR,MEMPHIS,TN,082016  00054,002,2020-12-10T12:00:30.000,2023-08-19T17:39:13.000,460101,,0 WESTERN PARK DR MEMPHIS TN 38109,"{'type': 'Point', 'coordinates': [-90.076108, 35.0396786]}","{'type': 'Point', 'coordinates': [-90.091436592, 35.031147885]}",9,13,6,1,,6,1,7,REFER TO SHELBY COUNTY HEALTH DEPARTMENT (901)222-9000,2020-12-14T11:56:54.000,38109,171,,,,06,79-F,,,,,Please see Resolution Summary,2020-12-14T11:56:54.000,2020-12-14T11:57:25.000,2020-12-10T08:00:00.000,"Nelson, Roderick D",WESTERN PARK DR,1,3735,3735,
Public Works,Code Enforcement,Miscellaneous,7019369,7019369,10396,CE-Code Miscellaneous,Closed,Low,2023-12-15T12:23:00.000,WEB,Sa_GISIdentitystore,CVOID,Memphis,CAZASSA RD,MEMPHIS,Tennessee,078028  00298,,2023-12-15T12:28:56.000,2024-04-02T07:08:07.000,Esri_Anonymous,NOT-CATEGORIZED,CAZASSA RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.001845596, 35.055402659]}",3,8,6,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,
Public Works,Grounds Maintenance,Weeds,7471126,4886098,10205,CW-Weeds Vacant Lots,Closed,Medium,2020-10-16T15:49:23.000,WEB,ERIKA.TONEY,FINAL-REVIEW-COMPLETED,Community Enhancement,0 N AUBURNDALE ST,MEMPHIS,TN,017048  00021,001,2020-10-16T12:00:13.000,2023-08-19T17:39:13.000,460101,,0 N AUBURNDALE ST MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.001998789, 35.143912764]}",3,8,6,1,2,7,1,6,DO NOT BILL,2020-12-14T13:51:18.000,,,,,,05,,,,,,Weeds Removed - Final Review Completed,2020-12-14T07:55:33.000,2020-12-14T13:51:19.000,2020-10-16T08:00:00.000,"Nelson, Roderick D",N AUBURNDALE ST,3,3735,3735,
Public Works,Code Enforcement,Inspection-Structures,7559144,4972972,10409,"CE-Substandard,Derelict Struc",Closed,Low,2020-12-08T18:09:54.000,WEB,CRYSTAL.BRYANT,CVOBR,Community Enhancement,0 N AUBURNDALE ST,MEMPHIS,TN,017048  00021,001,2020-12-09T04:00:13.000,2023-08-19T17:39:13.000,460101,VIOLATION (NS),0 N AUBURNDALE ST MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.001998789, 35.143912764]}",3,8,6,1,2,7,1,6,Ref to SR5056906,2021-03-31T14:50:55.000,,,,,,05,,,,,,COMP. V.O. BLDG. Repaired,2021-03-31T14:50:55.000,2021-04-01T02:56:33.000,2020-12-08T08:00:00.000,"Hill, Cori W Sr.",N AUBURNDALE ST,2,3735,3735,
Solid Waste Management,Solid Waste Management,Cart Maintenance,7676814,5089052,10667,SWM-Dead Animal Collection,Closed,Medium,2021-03-09T18:00:00.000,WEB,GIS,SWM100,Solid Waste Management,0 JAMES RD,MEMPHIS,TN,072045  00093,005,2021-03-10T12:46:53.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,pu. Al Davis,2021-03-10T18:38:50.000,,,,,,07,,,,,,See resolution summary,2021-03-10T18:38:50.000,2021-03-10T12:45:40.000,,,JAMES RD,0,3735,3735,
Public Works,Code Enforcement,Inspection-Vehicle,7903444,5314800,10400,CE-Vehicle Violations,Closed,Low,2021-06-21T16:41:47.000,WEB,SCF,NJ,Community Enhancement,0 PILLOW,MEMPHIS,TN,048010  00025,002,2021-06-21T20:00:09.000,2023-08-19T17:39:13.000,460101,NOT-CATEGORIZED,0 PILLOW MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.015021102, 35.105071079]}",3,8,6,1,2,7,1,6,,2021-06-23T10:30:05.000,,117,,,,04,43-J,,,,,Case not justified,2021-06-23T10:30:05.000,2021-06-23T21:49:00.000,2021-06-21T08:00:00.000,"Hill, Cori W Sr.",PILLOW,1,460101,460101,
Public Works,Grounds Maintenance,Weeds,8080006,5479516,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-21T11:19:20.000,WEB,SCF,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013049  00029,001,2021-10-21T12:00:40.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,,2021-11-24T10:04:26.000,,093,,,,06,42-A,,,,,Weeds Removed - Final Review Completed,2021-11-16T16:20:26.000,2021-11-24T10:04:26.000,2021-10-21T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,4,460101,460101,
